X,...1,date,EmployeeStatus,reviewer_id,rating_overall,rating_workfamily,rating_culture,rating_diversity,rating_leadership,rating_opportunity,rating_compensation,review_pros,review_cons,ceo_approval,companyid,ceo_app2,cleaned_review_pros,cleaned_review_cons,gender,status
59,59,2023-01-04,False,72310644,4.0,0,0,0,0,0,0,Great benefits while there and learned a lot,"difficult to advance, some roles were unclear",,42,,Great benefits learned lot,difficult advance  roles unclear,0,0
29903,38947,2012-05-09,False,1498646,4.0,3,0,0,2,3,3,Onsite Opportunities\r\nGood Exposure to Banking projects\r\nOpportunities to learn in financial domain,A guy who was in singapore as VP of the region uses very  worst non-parliament word which we hardly hear any where in the corporate world. It is fortunate for this guy that I did not took this verbal abuse to the management.,,11,,Onsite OpportunitiesrnGood Exposure Banking projectsrnOpportunities learn financial domain,guy singapore VP region uses worst nonparliament word hardly hear corporate world  fortunate guy took verbal abuse management ,1,0
1838,2364,2020-05-27,False,33394002,2.0,3,1,0,3,2,3,"Work at home, discounts merchandise, decent benefits","Training is extremely long,unorganized, ineffective and confusing. Trainers have attitudes and hr showed me they didnt care about reasonable accommodations",,44,,Work home  discounts merchandise  decent benefits,Training extremely long  unorganized  ineffective confusing  Trainers attitudes hr showed didnt care reasonable accommodations,0,0
473,603,2017-10-10,True,17267280,1.0,5,5,0,5,5,5,I have never felt more at home with a company. I get to work with awesome people with great attitudes. It is a pleasure to go to work!,Can't think of any.,"""APPROVE""",46,1.0,never felt home company  get work awesome people great attitudes  pleasure go work ,Ca nt think ,0,1
6154,8107,2021-06-12,True,48263449,3.0,5,3,5,4,5,5,Drivers treat you well if you do the job correctly. \r\nYou could have a second job since you’re done by 09:30AM usually. The healthcare is great. Management is nice if you are a good worker.,Management takes advantage of good workers to make up for the bad employees. The labor is repetitive and hard. Most workers want to do the bare minimum.,"""APPROVE""",8,1.0,Drivers treat well job correctly  rnYou could second job since  done usually  healthcare great  Management nice good worker ,Management takes advantage good workers make bad employees  labor repetitive hard  workers want bare minimum ,0,1
18557,23681,2016-08-29,True,11721874,4.0,1,2,0,2,3,2,Teaches you how to deal with different situations and how to talk.,Work weekends and holidays.,"""APPROVE""",10,1.0,Teaches deal different situations talk ,Work weekends holidays ,1,1
2920,3877,2013-01-24,False,2308614,3.0,4,3,0,3,3,4,"reasonable pay, facilities are a plus, local mgmt is interested.  benefits are still good, although they have decreased since bankruptcy.","top mgmt changing constantly since bankruptcy, top mgmt has pressure for their program of the day, existing employees stuck with everybody's an idiot image.","""APPROVE""",2,1.0,reasonable pay  facilities plus  local mgmt interested  benefits still good  although decreased since bankruptcy ,top mgmt changing constantly since bankruptcy  top mgmt pressure program day  existing employees stuck everybody idiot image ,1,0
1780,2290,2018-01-03,False,18558186,,5,3,0,2,3,4,"Flexible hours, people are good to work with","You need to be on a good contract.  They will do what it takes to keep the contract, including laying off a bunch of people.","""NO_OPINION""",49,0.0,Flexible hours  people good work,need good contract  takes keep contract  including laying bunch people ,1,0
8889,11659,2021-04-05,True,45058248,4.0,0,0,0,0,0,0,Good Pay\r\nNearly Unlimited hours most of the year,Moving up is based more on who likes you than skill and you will be made promises with very delayed follow through in regards to promotion or training toward promotion.,,8,,Good PayrnNearly Unlimited hours year,Moving based likes skill made promises delayed follow regards promotion training toward promotion ,0,1
4102,5334,2022-06-05,False,65124819,4.0,1,1,3,2,1,2,"Good pay, had time to myself","Overworked, people quitting left and right, undervalued by company","""DISAPPROVE""",8,-1.0,Good pay  time,Overworked  people quitting left right  undervalued company,0,0
9059,11892,2020-12-13,False,39433675,5.0,0,0,0,0,0,0,Good job security plus tuition help,Fast paced work environment with heavy work load,,8,,Good job security plus tuition help,Fast paced work environment heavy work load,0,0
278,389,2022-09-16,False,69152882,1.0,4,3,3,4,3,4,Unparalleled support via local admin network as well as Home Office help-desk. Ample training. Continual improvement. I liked working in a personable local service office backed by resources of a national firm.,Virtually no recourse for problematic advisors with conflicted interests. Transferring offices practically impossible.,"""APPROVE""",33,1.0,Unparalleled support via local admin network well Home Office helpdesk  Ample training  Continual improvement  liked working personable local service office backed resources national firm ,Virtually recourse problematic advisors conflicted interests  Transferring offices practically impossible ,0,0
2204,2864,2021-09-02,True,52027577,4.0,5,5,5,4,4,4,As a parent of a younger child I find benefits excellent. They have a childcare facility at my office and some of the offices around the country for when your child is out of school and cannot find childcare. They tend to support work\u002Flife balance and allow remote working.,Can be harder getting promoted and moving up the career ladder.,"""APPROVE""",7,1.0,parent younger child find benefits excellent  childcare facility office offices around country child school find childcare  tend support workuFlife balance allow remote working ,harder getting promoted moving career ladder ,0,1
17367,22228,2017-06-27,False,15655173,2.0,2,3,0,2,2,4,The Benefits are the only Pro!,"Very non-personal. Only known as a number, most dont even know your name. When you call out sick, you have to call a different department and give them your \""Number\""!\r\nIt's all about the bottom line. If you are not on a call all the time, you are degraded in your Stats.","""NO_OPINION""",8,0.0,Benefits Pro ,nonpersonal  known number  dont even know name  call sick  call different department give   Number   rnIt bottom line  call time  degraded Stats ,1,0
23594,31395,2022-10-04,False,69765105,2.0,0,0,0,0,0,0,They offer great technology training good for future employers,No commission pay makes for less money,"""APPROVE""",10,1.0,offer great technology training good future employers,commission pay makes less money,0,0
16307,20868,2017-08-29,False,16573939,4.0,5,5,0,5,5,5,always busy very fast pace,Hard work constantly  always moving,"""APPROVE""",8,1.0,always busy fast pace,Hard work constantly always moving,1,0
1182,1540,2023-03-06,False,74248393,,0,3,0,0,3,3,Chill vibes Good management Good work environment,"No room for growth, get stuck",,10,,Chill vibes Good management Good work environment,room growth  get stuck,0,0
5277,6838,2020-05-21,False,33299784,4.0,0,0,0,0,0,0,Does what it can to support it's employees,"Hard work, constant moving, lifting",,34,,support employees,Hard work  constant moving  lifting,1,0
15610,20013,2020-03-14,False,32368411,4.0,4,4,0,2,4,4,Steady work good pay and the work is honest,Layoffs communication isn't the best with employees,"""DISAPPROVE""",8,-1.0,Steady work good pay work honest,Layoffs communication nt best employees,1,0
3382,4467,2019-02-19,True,24777558,3.0,5,5,0,4,5,1,"Great flex schedule, Work from home position.",Anthem is one of the lowest paying major insurance companies.,"""APPROVE""",3,1.0,Great flex schedule  Work home position ,Anthem one lowest paying major insurance companies ,0,1
103,136,2022-12-23,False,72094146,5.0,1,2,2,2,3,4,"Good pay and benefits. Guaranteed vacation, other local bakery you have to earn vacation each year. Insurance on day One,!",7 weekends off in 15 years,"""DISAPPROVE""",37,-1.0,Good pay benefits  Guaranteed vacation  local bakery earn vacation year  Insurance day One  , weekends  years,0,0
18668,24337,2019-10-30,True,30103542,4.0,0,0,0,0,0,0,Colleagues are very friendly and kind.,Just a few to stay longer than 2 years,,7,,Colleagues friendly kind ,stay longer  years,1,1
11316,14863,2014-01-22,True,3575156,3.0,2,4,0,2,3,3,"Great discount, can take off days even if you don't have PTO time (but that will hurt the paycheck for that week!)","rediciulous demands with your schedule and you have to actually accrue the PTO time before taking a day off, rather than with most companies allowing you to go negative---so basically everyone will take vacation starting in june...so have fun trying to get a week off from June-Dec!","""NO_OPINION""",5,0.0,Great discount  take days even nt PTO time  hurt paycheck week  ,rediciulous demands schedule actually accrue PTO time taking day  rather companies allowing go negative  basically everyone take vacation starting june  fun trying get week JuneDec ,1,1
16219,21441,2022-10-27,False,70570597,3.0,4,3,4,3,3,3,Good work and life balance.,Outdated tech stack. No pay raise.,"""DISAPPROVE""",11,-1.0,Good work life balance ,Outdated tech stack  pay raise ,0,0
5748,7582,2021-09-14,True,52537699,4.0,4,3,3,3,2,3,I get to be around others that enjoy the same hobbies as me,"Customer service, high expectations, short breaks","""NO_OPINION""",10,0.0,get around others enjoy hobbies,Customer service  high expectations  short breaks,0,1
9831,13035,2017-05-30,False,15257694,3.0,3,3,0,3,2,2,Solid benefit package and discount perks,Pay below the street average and not lots of mobility,,7,,Solid benefit package discount perks,Pay street average lots mobility,1,0
17851,22981,2018-12-23,True,23943599,3.0,5,1,0,1,2,1,"pay, hours it was fine","people, they can be mean during holidays","""NO_OPINION""",8,0.0,pay  hours fine,people  mean holidays,1,1
28649,37319,2017-08-03,True,16207897,4.0,4,4,0,4,4,4,"Flexible work environment , Good work culture",no cons as such,"""APPROVE""",11,1.0,Flexible work environment  Good work culture,cons,0,1
17008,21839,2017-11-14,True,17904893,2.0,5,5,0,4,4,4,"Little to no micro-management, Decent pay for retail, Friendly Atmosphere",Management is less than knowledgeable in many areas.,"""NO_OPINION""",10,0.0,Little micromanagement  Decent pay retail  Friendly Atmosphere,Management less knowledgeable many areas ,1,1
31062,40374,2013-11-03,False,3263780,1.0,5,5,0,5,5,2,"Team work, Learn new technologies","Less hike, Rare promotions etc","""NO_OPINION""",11,0.0,Team work  Learn new technologies,Less hike  Rare promotions etc,1,0
1597,1597,2018-01-03,True,18568804,3.0,2,1,0,1,1,3,Good people. Full manufacturing facility can be exciting for an engineer.,Management will shift your responsibilities around as needed regardless of your career goals. You feel like a company resource instead of a person with ideas and interests. Layoffs have been more frequent in recent years. Understaffed. I took on the responsibilities of two engineers in addition to my responsibilities with no concern from management to replace due to costs.,"""NO_OPINION""",28,0.0,Good people  Full manufacturing facility exciting engineer ,Management shift responsibilities around needed regardless career goals  feel like company resource instead person ideas interests  Layoffs frequent recent years  Understaffed  took responsibilities two engineers addition responsibilities concern management replace due costs ,1,1
8227,10557,2016-02-13,False,9555104,3.0,4,5,0,2,5,3,Good Company for Freshers. Nice place to work,"Compensation, No work life balance in some teams, Opportunities should be spread across the teams","""APPROVE""",11,1.0,Good Company Freshers  Nice place work,Compensation  work life balance teams  Opportunities spread across teams,0,0
3432,4433,2022-07-14,False,66686775,1.0,0,2,3,0,2,3,You can float between stores.,Each store is ran differently and culture between two stores a block a away can be drastic.,"""DISAPPROVE""",5,-1.0,float stores ,store ran differently culture two stores block away drastic ,0,0
20577,26820,2020-10-12,False,37060548,,0,0,0,0,0,0,-Simple day to day tasks\r\n-Easy training is provided by team,-Customers may expect more than what was asked for,,10,,Simple day day tasksrnEasy training provided team,Customers may expect asked,0,0
24321,32132,2019-12-12,False,30840882,4.0,4,3,0,5,3,5,Great benefits and salary pack. \r\nGreat Colleagues,Bad digital support - I joined the company and didn't even have a work computer waiting for me - worked on a temp for nearly 3 weeks. No support locally and even had to  format my new computer when it finally arrived - I'm not tech savvy,"""NO_OPINION""",11,0.0,Great benefits salary pack  rnGreat Colleagues,Bad digital support  joined company nt even work computer waiting  worked temp nearly  weeks  support locally even format new computer finally arrived  tech savvy,0,0
22333,29599,2020-08-28,True,35394697,1.0,1,1,0,1,2,2,Decent pay for retail i guess,EVERYTHING. No type of training for the amount they expect you to do,,5,,Decent pay retail guess,EVERYTHING  type training amount expect,1,1
23146,30797,2023-06-08,False,77190993,4.0,4,3,4,3,3,5,"Great benefits, team environment, fairly flexible schedule and time off, fair pay in the industry, opportunity to grow within the company, training opportunities.","Not the best with communication, at some points the work environment was not the best and there could be high stress situations with little solutions, hours were not always consistent.","""NO_OPINION""",10,0.0,Great benefits  team environment  fairly flexible schedule time  fair pay industry  opportunity grow within company  training opportunities ,best communication  points work environment best could high stress situations little solutions  hours always consistent ,0,0
1490,1926,2022-05-14,False,64146135,3.0,2,4,3,3,3,4,Fun community to be around,Little growth opp given size of org.,"""APPROVE""",9,1.0,Fun community around,Little growth opp given size org ,0,0
965,1280,2022-10-27,False,70566263,,1,5,5,5,5,3,Loved working here great opportunities,Too much work all the time,,7,,Loved working great opportunities,much work time,0,0
4177,5400,2018-06-19,False,21114321,,5,5,0,3,5,5,Great pay. Good company. Lots of benefits,None really that I remember really.,"""APPROVE""",9,1.0,Great pay  Good company  Lots benefits,None really remember really ,0,0
2280,2951,2014-02-26,True,3768768,2.0,3,1,0,1,3,2,Good work environment and co-workers. Fast pace over the holiday season. On only worked there 3 months over the holiday season.,Only part time position. Another con is that when I was sick with the flue they didn't let me go home.  I left anyways and was down sick for the next 3 days.  I didn't go back to my job.,"""NO_OPINION""",48,0.0,Good work environment coworkers  Fast pace holiday season  worked  months holiday season ,part time position  Another con sick flue nt let go home  left anyways sick next  days  nt go back job ,1,1
479,646,2023-03-13,False,74469928,4.0,0,0,0,0,0,0,Fun place to work if there is good management in the store,"Poor managers with big ego, too many associates trying to make a career out of a job intended for college kids",,34,,Fun place work good management store,Poor managers big ego  many associates trying make career job intended college kids,0,0
25420,33755,2017-01-24,False,13453936,3.0,1,1,0,3,4,4,"Depending on the management & your experience, your wage is decent.",Extremely sexist\u002Fdiscriminative towards females in the electronics field. Condecending & rude.,"""NO_OPINION""",10,0.0,Depending management  experience  wage decent ,Extremely sexistuFdiscriminative towards females electronics field  Condecending  rude ,1,0
390,509,2022-07-04,True,66274056,2.0,0,0,0,0,0,0,"Nice work place ,good leadership",Less motivation NO travel options,,24,,Nice work place  good leadership,Less motivation travel options,1,1
17633,22532,2014-01-12,False,3525356,3.0,1,1,0,1,1,1,"Not sure what to put here. There were a few good pros when I started the job but when I quit 6 years later, all of those pros were gone. At least I had two great store managers while I was employed there. (And another two who I could use some very strong negative language for). Oh, and profit sharing used to be fantastic, but it is still alright.","Budget cuts, reduced (and more expensive) benefits, layoffs... the company went through (and still is going through actually) a major restructure that it making it a horrific place to work. Pay is bad. Hours are bad. \r\nAt Walgreens, you are nothing more than a number. They don't care about you. They don't even really care about their customers or the community. Not at all. All that greed monger CEO Greg Wasson cares about is money. The bottom line. How much can he stuff his pockets with while killing the spirit of the company and laughing all the way to the bank. Everything that was good for the employee was taken away. They take and take and take, and then brag about their high profits right in our faces. They don't even close on Christmas Day!\r\nThe stores always look a disgusting, disorganized mess. Even when I worked there I cared more than the average employee. I picked up a ton of slack. And nobody really appreciated or acknowledged it, and I was making such poor wages that I was having to steal from my savings for my last two years of employment there each and every month in order to make ends meet. With the restructures there wasn't even an opportunity for advancement anymore. I'm glad I was finally able to leave this place behind. The original founder must be turning over in his grave at what his company has become. I know I would be!","""DISAPPROVE""",5,-1.0,sure put  good pros started job quit  years later  pros gone  least two great store managers employed   another two could use strong negative language   Oh  profit sharing used fantastic  still alright ,Budget cuts  reduced  expensive  benefits  layoffs  company went  still going actually  major restructure making horrific place work  Pay bad  Hours bad  rnAt Walgreens  nothing number  nt care  nt even really care customers community   greed monger CEO Greg Wasson cares money  bottom line  much stuff pockets killing spirit company laughing way bank  Everything good employee taken away  take take take  brag high profits right faces  nt even close Christmas Day  rnThe stores always look disgusting  disorganized mess  Even worked cared average employee  picked ton slack  nobody really appreciated acknowledged  making poor wages steal savings last two years employment every month order make ends meet  restructures nt even opportunity advancement anymore  glad finally able leave place behind  original founder must turning grave company become  know would ,1,0
192,218,2023-09-11,False,79953372,1.0,0,0,0,0,0,0,Deep foundation and they know what they are doing,I had no idea about my job,,27,,Deep foundation know,idea job,0,0
1062,1420,2021-01-09,False,40349503,,0,0,0,0,0,0,"Good benefits, remote work, challenging","Challenging, Stressful, always a chance to be part of reduction in force.",,24,,Good benefits  remote work  challenging,Challenging  Stressful  always chance part reduction force ,1,0
420,550,2023-04-05,False,75214692,,0,0,0,0,0,0,Great people to work with.,Management could use some work.,,15,,Great people work ,Management could use work ,0,0
15799,20656,2017-08-20,False,16439078,4.0,3,5,0,4,5,3,Global opportunities \r\nInnovative technology solutions\r\nGreat place to learn and grow,Work place can be bureaucratic.\r\nMgt sometimes not able to identify  bad middle managers.,"""APPROVE""",7,1.0,Global opportunities rnInnovative technology solutionsrnGreat place learn grow,Work place bureaucraticrnMgt sometimes able identify bad middle managers ,1,0
3127,4081,2021-09-01,True,51971319,3.0,4,4,5,3,2,3,"Lots of friendly people to work with, relaxed dress code (no khakis needed, can wear shorts indoors, etc). (Most) managers will back you up if a customer has a complaint or issue. Great discount on items throughout the store on most items.","Horrible boss who did get a talking to yet is still there and flaunts his power whenever the GM isn't around. Applied for a full-time sales position internally and was passed over. Best Buy isn't opening up many more positions due to a lack of working hours that corporate gives stores. This means that most people there are part-time. When someone with FT leaves, the position will most likely change to PT. Very disheartening to see leadership not pull from current employees who want to do more.","""NO_OPINION""",10,0.0,Lots friendly people work  relaxed dress code  khakis needed  wear shorts indoors  etc     managers back customer complaint issue  Great discount items throughout store items ,Horrible boss get talking yet still flaunts power whenever GM nt around  Applied fulltime sales position internally passed  Best Buy nt opening many positions due lack working hours corporate gives stores  means people parttime  someone FT leaves  position likely change PT  disheartening see leadership pull current employees want ,0,1
1989,2570,2019-07-21,False,28147096,,3,1,0,2,1,1,"Flexibility, supervisors are decent. Right before I left they changed the bidding schedule rank to include performance instead of just seniority, which is a move in the right direction since the company hasn't hired anyone for technical support in 2.5 years.","Very low pay when compared with the same job with other companies like Spectrum, even after the 3% increase they gave because they saw we were underpaid (this was replaced by the 3% you would expect when you get a stellar year review). The company has steadily declined over the past two years with morale and opportunity. No one gets promoted to tier 2 anymore, so no possibility of a pay bump there. They also promise promotions or opportunities coming up and then say nothing for two years. The company used to give an annual Christmas bonus but suddenly two years ago, they stopped and didn't tell anyone until a few days before Christmas. They also cancelled any kind of merit raise, citing cash flow issues (this was right after the merger with Level 3 where humungous signing bonuses were given to execs). After backlash and hundreds of employees leaving the department, they did end up giving the 3% but not until May or June that year. This year the company announced they want a pay for performance culture but didn't even give a 3% raise to top performers in the department. We also got an email from the CEO essentially saying we needed to tighten our belts because the company was paying off debt and couldnt afford to pay us what we deserve. Employees in technical support are also dealing with very irate customers all day because the company doesn't put enough money into preventative maintenance of the network. It's then doubled up because the company also doesn't have enough techs working every day, meaning customers generally wait an average of 4-10 days before anyone comes out to repair (and that's if they show up and are on time). Insurance coverage also declined but the cost increased. I went the doctor for cold symptoms that wouldn't go away for a week and owed $80, which is $5 less than my uninsured relative pays for the same. My specialist used to cost me $65-70 out of pocket and this past year went up to $130. Combining the stress of the job, the low morale, low pay, crappy insurance, and no light at the end of the tunnel makes a perfect mix for employees to hightail it out of there.","""DISAPPROVE""",24,-1.0,Flexibility  supervisors decent  Right left changed bidding schedule rank include performance instead seniority  move right direction since company nt hired anyone technical support  years ,low pay compared job companies like Spectrum  even   increase gave saw underpaid  replaced   would expect get stellar year review   company steadily declined past two years morale opportunity  one gets promoted tier  anymore  possibility pay bump  also promise promotions opportunities coming say nothing two years  company used give annual Christmas bonus suddenly two years ago  stopped nt tell anyone days Christmas  also cancelled kind merit raise  citing cash flow issues  right merger Level  humungous signing bonuses given execs   backlash hundreds employees leaving department  end giving   May June year  year company announced want pay performance culture nt even give   raise top performers department  also got email CEO essentially saying needed tighten belts company paying debt couldnt afford pay us deserve  Employees technical support also dealing irate customers day company nt put enough money preventative maintenance network  doubled company also nt enough techs working every day  meaning customers generally wait average  days anyone comes repair  show time   Insurance coverage also declined cost increased  went doctor cold symptoms would nt go away week owed      less uninsured relative pays  specialist used cost   pocket past year went    Combining stress job  low morale  low pay  crappy insurance  light end tunnel makes perfect mix employees hightail ,1,0
9667,12715,2021-01-10,True,40404025,1.0,1,1,3,1,4,4,The Benefits the peak hours,Over worked not enough pay,"""DISAPPROVE""",8,-1.0,Benefits peak hours,worked enough pay,0,1
10373,13914,2018-01-29,True,18969259,3.0,3,3,0,1,2,3,paid training is always good,"limited advancement, stressful job","""NO_OPINION""",7,0.0,paid training always good,limited advancement  stressful job,1,1
20934,27522,2022-04-15,True,62818988,5.0,4,1,4,1,3,2,Strategy\nDigital marketing\nBig data\nVideo &amp; photography\nManagement skills - people leadership,Occasional impatience\nTalkativeness\nEnergy bomb\nHyperactivity\nNever give up,"""NO_OPINION""",8,0.0,StrategynDigital marketingnBig datanVideo  amp  photographynManagement skills  people leadership,Occasional impatiencenTalkativenessnEnergy bombnHyperactivitynNever give,0,1
15355,19697,2015-12-07,False,8848146,4.0,5,5,0,4,4,3,"Nice coworkers, flexible hours, clean and safe work environment",some customers can be impolite,,5,,Nice coworkers  flexible hours  clean safe work environment,customers impolite,1,0
4346,5634,2022-03-22,False,61602025,3.0,3,1,3,4,4,1,"very flexible with schedule, as a student",Supervisors need to communicate better,"""NO_OPINION""",5,0.0,flexible schedule  student,Supervisors need communicate better,0,0
132,164,2023-07-09,True,78094907,4.0,0,0,0,0,0,0,Having worked at other bulge brackets I have found a place I call home. You get to work with very smart and genuinely nice people,"Systems, decision making and sense of ownership need to improve",,7,,worked bulge brackets found place call home  get work smart genuinely nice people,Systems  decision making sense ownership need improve,0,1
1524,1960,2022-04-13,True,62731232,,5,5,5,5,5,5,great pay and can move up fast,"volume of calls, stress , no work balance",,9,,great pay move fast,volume calls  stress  work balance,0,1
12715,16547,2014-07-28,True,4664335,2.0,3,4,0,3,2,3,6 paid sick days a year\r\npaid vacation\r\ndecent benefits,Yearly reviews are done by managers who don't work with you on your shift and the reviews themselves are always 6 to 7 months late.,,5,, paid sick days yearrnpaid vacationrndecent benefits,Yearly reviews done managers nt work shift reviews always   months late ,1,1
6636,8964,2016-03-19,False,9971248,5.0,4,4,0,2,3,2,Flexible hours if you are going to school or have other obligations,Management can tend to be a little lackluster and overlook some things,,34,,Flexible hours going school obligations,Management tend little lackluster overlook things,1,0
205,239,2021-08-07,True,50821154,2.0,4,5,5,5,5,4,"Great company culture focusing on inclusion, diversity and equity.",No cons to mention at this time.,"""APPROVE""",46,1.0,Great company culture focusing inclusion  diversity equity ,cons mention time ,0,1
13428,17446,2019-06-07,False,26531457,4.0,5,5,0,5,2,5,It's chill until its hella people in the store. You don't do too much but stock and work the cashier,a lot of times you're the only cashier so when it gets busy its annoying,,5,,chill hella people store  nt much stock work cashier,lot times cashier gets busy annoying,1,0
2226,3000,2021-02-12,False,42388620,,3,3,3,3,3,4,Good location Good benefits Clean work environment,Very long hours understaffed supervision,"""DISAPPROVE""",2,-1.0,Good location Good benefits Clean work environment,long hours understaffed supervision,0,0
23457,31104,2012-12-19,False,2220258,4.0,4,2,0,2,4,4,"Telecommuting, flexible hours, large company so it's easy to move around and learn new things and good benefits. They also have an education reimbursement program although it's been cut down over the years.","Lots of politics and management bureaucracy.  Frequent layoffs even when business is good. No career development or programs to retain top talent. Raises in the United States rarely happen, perhaps every 4 to 5 years so negotiate a good salary upon entry.","""DISAPPROVE""",11,-1.0,Telecommuting  flexible hours  large company easy move around learn new things good benefits  also education reimbursement program although cut years ,Lots politics management bureaucracy  Frequent layoffs even business good  career development programs retain top talent  Raises United States rarely happen  perhaps every   years negotiate good salary upon entry ,1,0
344,440,2022-01-21,False,58331660,,5,4,4,3,4,5,Compensation\r\ninclusive environment\r\nAdvancement opportunities\r\nFlexibility \r\nWork\u002FLife balance,Can be very political\r\nDirectives change very quickly,,6,,Compensationrninclusive environmentrnAdvancement opportunitiesrnFlexibility rnWorkuFLife balance,politicalrnDirectives change quickly,1,0
21880,29073,2015-07-22,False,7320269,3.0,1,2,0,1,1,3,"Good discount, training was complete and detailed","Bad leadership, GM was not supportive","""DISAPPROVE""",10,-1.0,Good discount  training complete detailed,Bad leadership  GM supportive,1,0
2022,2605,2016-01-28,True,9372256,4.0,3,2,0,2,2,3,Few things to say good here!,This Company is having problems with leadership and has bitten off more than it can chew in the Hosted solutions category. \r\n\r\nUsed to have good benefits but no longer does.  No funding of pensions for management since 2009. \r\nLack of vision and many problems integrating companies they have purchased over that last several years.,"""DISAPPROVE""",24,-1.0,things say good ,Company problems leadership bitten chew Hosted solutions category  rnrnUsed good benefits longer  funding pensions management since   rnLack vision many problems integrating companies purchased last several years ,1,1
354,475,2023-04-17,True,75567627,4.0,5,4,5,2,4,3,Great company to work at,"Like any major company, leadership is sometimes not transparent","""NO_OPINION""",2,0.0,Great company work,Like major company  leadership sometimes transparent,0,1
19790,26133,2021-02-08,True,42171343,2.0,4,5,5,4,5,4,"Good environment.\r\nEnough scope for learning and developing yourself.\r\nAccess to various international learning resources Orielly,Lynda etc\r\nModerate Work pressure.\r\nFree travel facility.\r\nGood cafeteria.\r\nFree WiFi for Smartphones and laptops",Difficult to get exposure on new technology stack in some legacy projects.\r\nSome projects (although they are few) have very restricted access to the internet from desktop. And on other side some teams has entire access to internet along with social networking sites.\r\nGood learning opportunities depends on your project and relations with seniors.,"""APPROVE""",11,1.0,Good environmentrnEnough scope learning developing yourselfrnAccess various international learning resources Orielly  Lynda etcrnModerate Work pressurernFree travel facilityrnGood cafeteriarnFree WiFi Smartphones laptops,Difficult get exposure new technology stack legacy projectsrnSome projects  although  restricted access internet desktop  side teams entire access internet along social networking sitesrnGood learning opportunities depends project relations seniors ,0,1
15941,20583,2016-07-12,False,11209934,4.0,1,1,0,1,2,1,The discount was good when buying certain things. You get to meet a lot of both fellow employees and customers.,"Extremely inconsistent hours, schedule always changes from week to week. Low hourly rate raises. Partial health benefits. High turn over rate, managers and fellow employees constantly changing. Management has no clear strategy to train employees. Expectations of employees constantly change. Half hour lunch. Overall a terrible place to work. Full-time employees were only guaranteed 32 hours a week.","""DISAPPROVE""",10,-1.0,discount good buying certain things  get meet lot fellow employees customers ,Extremely inconsistent hours  schedule always changes week week  Low hourly rate raises  Partial health benefits  High turn rate  managers fellow employees constantly changing  Management clear strategy train employees  Expectations employees constantly change  Half hour lunch  Overall terrible place work  Fulltime employees guaranteed  hours week ,1,0
5231,6921,2014-08-03,True,4708378,3.0,5,3,0,3,3,4,"Every day I go to work, it's basically up to me to make the best of it.  That's something I really like.  You are given a lot of latitude in what you need to do to get your job done and make it a satisfying place to work.  In my job, I get to touch just about every piece of IT equipment you can think of. It's fast paced and never boring.  No one ever hassles me in my job and people are super easy to get along with. It's just a good stable place to work.  I really like it.","Everything is self-service at Oracle.  However, it's probably a plus.  Other drawbacks could be that it seems like you are just a number and can be a little cold but after all, it's a big company.  Again, no one bothers me so how can I complain?  Sometimes it can be difficult to find out information but there's always someone there that can get the answer for you.","""APPROVE""",11,1.0,Every day go work  basically make best  something really like  given lot latitude need get job done make satisfying place work  job  get touch every piece equipment think  fast paced never boring  one ever hassles job people super easy get along  good stable place work  really like ,Everything selfservice Oracle  However  probably plus  drawbacks could seems like number little cold  big company   one bothers complain  Sometimes difficult find information always someone get answer ,1,1
22028,29298,2018-11-14,True,23423450,4.0,0,0,0,0,0,0,People here are really great,Hours can be inconsistent at times,,10,,People really great,Hours inconsistent times,1,1
15043,19357,2018-08-18,False,22039595,5.0,3,4,0,4,4,4,Great benefits and friendly people,Salary is lower than average and takes long time to move up in company.,,5,,Great benefits friendly people,Salary lower average takes long time move company ,1,0
18520,23641,2018-03-16,True,19719521,5.0,3,2,0,2,2,3,The pay is pretty decent better then minimum wage. Works well with school schedule and bonuses,"Favoritism is heavy, policy’s are non existent because the focus point is making the customers happy, managers are sneaky and untrustworthy. Moving up is based on personal levels to an instance.","""NO_OPINION""",10,0.0,pay pretty decent better minimum wage  Works well school schedule bonuses,Favoritism heavy  policy  non existent focus point making customers happy  managers sneaky untrustworthy  Moving based personal levels instance ,1,1
13504,17460,2020-05-19,False,33264677,,2,2,0,2,2,3,"Good hourly pay and union benefits, including overtime, health insurance, life insurance, and education assistance, even for part-timers.","Constant health and safety issues, especially regarding egress. There were many nights where if a fire or other disaster had occurred, I would have died stuck in a trailer.","""DISAPPROVE""",8,-1.0,Good hourly pay union benefits  including overtime  health insurance  life insurance  education assistance  even parttimers ,Constant health safety issues  especially regarding egress  many nights fire disaster occurred  would died stuck trailer ,1,0
2981,3765,2019-10-30,False,30107212,4.0,5,5,0,5,2,1,"fun, great friends and merchandise",hard work for the little pay,"""NO_OPINION""",48,0.0,fun  great friends merchandise,hard work little pay,1,0
23875,31752,2022-01-27,False,58669273,4.0,0,0,0,0,0,0,pretty good place\r\ngood work balance,not much to say for it,,10,,pretty good placerngood work balance,much say,0,0
